no,gender,age,height,weight,bmi,season,ta,hr,pmv
26,1,28,175.75,70.8,22.92,winter,29.3,18.9,1.66
26,1,28,175.75,70.8,22.92,summer,18.6,74.2,-1.8
26,1,28,175.75,70.8,22.92,winter,21.0,21.4,-0.46
26,1,28,175.75,70.8,22.92,summer,27.3,70.3,1.18
26,1,28,175.75,70.8,22.92,winter,23.8,29.4,0.31
26,1,28,175.75,70.8,22.92,summer,18.5,68.2,-1.87
26,1,28,175.75,70.8,22.92,winter,20.1,11.0,-0.75
26,1,28,175.75,70.8,22.92,summer,28.0,77.1,1.49
26,1,28,175.75,70.8,22.92,winter,20.9,27.4,-0.45
26,1,28,175.75,70.8,22.92,summer,25.4,71.1,0.54
26,1,28,175.75,70.8,22.92,winter,19.2,11.4,-0.97
26,1,28,175.75,70.8,22.92,summer,27.1,80.9,1.2
26,1,28,175.75,70.8,22.92,winter,22.4,28.5,-0.06
26,1,28,175.75,70.8,22.92,summer,23.7,71.9,-0.03
26,1,28,175.75,70.8,22.92,winter,24.0,12.3,0.24
27,0,29,146.7,55.1,25.61,summer,26.5,67.6,0.88
27,0,29,146.7,55.1,25.61,winter,20.5,20.0,-0.6
27,0,29,146.7,55.1,25.61,summer,20.5,63.9,-1.19
27,0,29,146.7,55.1,25.61,winter,25.8,30.2,0.84
27,0,29,146.7,55.1,25.61,summer,23.5,66.9,-0.14
27,0,29,146.7,55.1,25.61,winter,26.2,22.8,0.88
27,0,29,146.7,55.1,25.61,summer,27.7,69.0,1.31
27,0,29,146.7,55.1,25.61,winter,25.5,19.6,0.68
27,0,29,146.7,55.1,25.61,summer,27.8,73.9,1.39
27,0,29,146.7,55.1,25.61,winter,29.6,19.6,1.74
27,0,29,146.7,55.1,25.61,summer,27.1,78.1,1.18
27,0,29,146.7,55.1,25.61,winter,26.5,20.8,0.94
27,0,29,146.7,55.1,25.61,summer,24.6,75.8,0.3
27,0,29,146.7,55.1,25.61,winter,29.6,22.3,1.77
27,0,29,146.7,55.1,25.61,summer,20.0,61.2,-1.38
27,0,29,146.7,55.1,25.61,winter,23.1,11.4,0.0
27,0,29,146.7,55.1,25.61,summer,28.1,64.5,1.41
27,0,29,146.7,55.1,25.61,winter,19.1,24.8,-0.93
27,0,29,146.7,55.1,25.61,summer,28.7,73.4,1.7
27,0,29,146.7,55.1,25.61,winter,19.8,17.5,-0.78
27,0,29,146.7,55.1,25.61,summer,20.2,61.5,-1.31
27,0,29,146.7,55.1,25.61,winter,29.0,21.6,1.61
27,0,29,146.7,55.1,25.61,summer,24.1,72.1,0.1
27,0,29,146.7,55.1,25.61,winter,25.1,23.2,0.6
27,0,29,146.7,55.1,25.61,summer,19.4,79.3,-1.49
27,0,29,146.7,55.1,25.61,winter,28.0,12.1,1.26
27,0,29,146.7,55.1,25.61,summer,28.7,61.8,1.59
27,0,29,146.7,55.1,25.61,winter,23.4,11.8,0.08
27,0,29,146.7,55.1,25.61,summer,25.6,74.6,0.63
27,0,29,146.7,55.1,25.61,winter,23.1,15.3,0.03
27,0,29,146.7,55.1,25.61,summer,19.1,71.8,-1.64
27,0,29,146.7,55.1,25.61,winter,20.7,14.7,-0.58
27,0,29,146.7,55.1,25.61,summer,21.7,68.3,-0.74
27,0,29,146.7,55.1,25.61,winter,27.4,12.9,1.11
27,0,29,146.7,55.1,25.61,summer,22.3,76.4,-0.48
27,0,29,146.7,55.1,25.61,winter,19.8,24.6,-0.75
27,0,29,146.7,55.1,25.61,summer,24.2,61.6,0.06
27,0,29,146.7,55.1,25.61,winter,24.3,19.2,0.36
27,0,29,146.7,55.1,25.61,summer,29.8,63.4,1.99
27,0,29,146.7,55.1,25.61,winter,30.0,16.9,1.82
27,0,29,146.7,55.1,25.61,summer,20.8,60.5,-1.11
27,0,29,146.7,55.1,25.61,winter,19.6,12.4,-0.86
27,0,29,146.7,55.1,25.61,summer,26.0,64.2,0.68
27,0,29,146.7,55.1,25.61,winter,23.6,15.5,0.16
27,0,29,146.7,55.1,25.61,summer,29.8,80.2,2.16
27,0,29,146.7,55.1,25.61,winter,28.6,14.7,1.44
27,0,29,146.7,55.1,25.61,summer,26.4,72.2,0.89
27,0,29,146.7,55.1,25.61,winter,24.6,20.6,0.45
27,0,29,146.7,55.1,25.61,summer,21.9,74.0,-0.64
27,0,29,146.7,55.1,25.61,winter,27.8,28.0,1.35
27,0,29,146.7,55.1,25.61,summer,28.3,80.7,1.63
27,0,29,146.7,55.1,25.61,winter,22.3,12.5,-0.19
27,0,29,146.7,55.1,25.61,summer,23.4,62.8,-0.2
27,0,29,146.7,55.1,25.61,winter,26.3,13.5,0.83
27,0,29,146.7,55.1,25.61,summer,22.2,71.8,-0.54
27,0,29,146.7,55.1,25.61,winter,22.3,19.3,-0.15
27,0,29,146.7,55.1,25.61,summer,21.4,72.5,-0.82
27,0,29,146.7,55.1,25.61,winter,18.8,28.5,-0.99
27,0,29,146.7,55.1,25.61,summer,27.5,65.2,1.21
27,0,29,146.7,55.1,25.61,winter,18.9,15.0,-1.03
27,0,29,146.7,55.1,25.61,summer,18.9,64.4,-1.75
27,0,29,146.7,55.1,25.61,winter,29.4,21.3,1.71
27,0,29,146.7,55.1,25.61,summer,24.4,80.7,0.27
27,0,29,146.7,55.1,25.61,winter,20.8,27.9,-0.47
27,0,29,146.7,55.1,25.61,summer,22.6,68.7,-0.42
27,0,29,146.7,55.1,25.61,winter,18.0,30.4,-1.19
27,0,29,146.7,55.1,25.61,summer,27.6,62.3,1.21
27,0,29,146.7,55.1,25.61,winter,21.7,18.5,-0.3
27,0,29,146.7,55.1,25.61,summer,22.3,74.4,-0.49
27,0,29,146.7,55.1,25.61,winter,23.1,12.0,0.01
27,0,29,146.7,55.1,25.61,summer,29.8,80.3,2.16
27,0,29,146.7,55.1,25.61,winter,21.5,19.1,-0.35
27,0,29,146.7,55.1,25.61,summer,27.7,62.8,1.25
27,0,29,146.7,55.1,25.61,winter,18.1,28.8,-1.17
27,0,29,146.7,55.1,25.61,summer,21.6,79.6,-0.71
27,0,29,146.7,55.1,25.61,winter,28.0,20.6,1.33
27,0,29,146.7,55.1,25.61,summer,25.8,63.9,0.61
27,0,29,146.7,55.1,25.61,winter,29.5,16.4,1.69
27,0,29,146.7,55.1,25.61,summer,21.4,71.1,-0.83
27,0,29,146.7,55.1,25.61,winter,21.8,18.4,-0.28
27,0,29,146.7,55.1,25.61,summer,25.8,80.5,0.75
27,0,29,146.7,55.1,25.61,winter,29.6,25.0,1.8
27,0,29,146.7,55.1,25.61,summer,19.1,69.8,-1.65
27,0,29,146.7,55.1,25.61,winter,29.0,10.6,1.5
27,0,29,146.7,55.1,25.61,summer,25.9,76.0,0.75
27,0,29,146.7,55.1,25.61,winter,21.1,17.1,-0.46
27,0,29,146.7,55.1,25.61,summer,29.8,73.5,2.09
27,0,29,146.7,55.1,25.61,winter,19.4,25.2,-0.85
27,0,29,146.7,55.1,25.61,summer,21.1,65.1,-0.97
27,0,29,146.7,55.1,25.61,winter,28.8,27.4,1.61
27,0,29,146.7,55.1,25.61,summer,27.2,71.6,1.16
27,0,29,146.7,55.1,25.61,winter,22.1,26.1,-0.15
27,0,29,146.7,55.1,25.61,summer,19.4,76.6,-1.51
27,0,29,146.7,55.1,25.61,winter,29.1,15.4,1.57
27,0,29,146.7,55.1,25.61,summer,25.9,63.3,0.64
27,0,29,146.7,55.1,25.61,winter,24.8,11.2,0.43
27,0,29,146.7,55.1,25.61,summer,29.8,77.3,2.13
27,0,29,146.7,55.1,25.61,winter,27.6,22.7,1.25
27,0,29,146.7,55.1,25.61,summer,18.8,76.7,-1.72
27,0,29,146.7,55.1,25.61,winter,24.7,13.3,0.42
28,1,21,178.47,79.53,24.97,summer,19.4,62.6,-1.58
28,1,21,178.47,79.53,24.97,winter,27.4,29.7,1.26
28,1,21,178.47,79.53,24.97,summer,18.8,73.3,-1.73
28,1,21,178.47,79.53,24.97,winter,26.6,26.3,1.02
28,1,21,178.47,79.53,24.97,summer,28.1,77.9,1.53
28,1,21,178.47,79.53,24.97,winter,27.7,27.0,1.31
28,1,21,178.47,79.53,24.97,summer,29.6,79.8,2.08
28,1,21,178.47,79.53,24.97,winter,28.0,21.2,1.34
28,1,21,178.47,79.53,24.97,summer,20.8,69.7,-1.05
28,1,21,178.47,79.53,24.97,winter,26.3,21.7,0.9
28,1,21,178.47,79.53,24.97,summer,25.7,74.9,0.67
28,1,21,178.47,79.53,24.97,winter,22.1,18.9,-0.2
28,1,21,178.47,79.53,24.97,summer,26.8,65.7,0.97
28,1,21,178.47,79.53,24.97,winter,23.2,13.1,0.04
28,1,21,178.47,79.53,24.97,summer,23.9,74.6,0.05
28,1,21,178.47,79.53,24.97,winter,18.9,16.8,-1.02
28,1,21,178.47,79.53,24.97,summer,21.9,79.2,-0.6
28,1,21,178.47,79.53,24.97,winter,29.4,27.8,1.77
28,1,21,178.47,79.53,24.97,summer,28.2,79.8,1.58
28,1,21,178.47,79.53,24.97,winter,21.0,21.9,-0.46
28,1,21,178.47,79.53,24.97,summer,26.0,71.6,0.74
28,1,21,178.47,79.53,24.97,winter,26.5,30.5,1.02
28,1,21,178.47,79.53,24.97,summer,20.1,77.4,-1.25
28,1,21,178.47,79.53,24.97,winter,24.1,16.5,0.29
28,1,21,178.47,79.53,24.97,summer,19.4,74.7,-1.52
28,1,21,178.47,79.53,24.97,winter,24.9,22.5,0.54
28,1,21,178.47,79.53,24.97,summer,26.9,69.0,1.03
28,1,21,178.47,79.53,24.97,winter,21.7,17.8,-0.31
28,1,21,178.47,79.53,24.97,summer,22.0,80.3,-0.56
28,1,21,178.47,79.53,24.97,winter,18.2,10.9,-1.24
28,1,21,178.47,79.53,24.97,summer,23.6,68.5,-0.09
28,1,21,178.47,79.53,24.97,winter,20.8,14.2,-0.55
28,1,21,178.47,79.53,24.97,summer,19.7,69.4,-1.44
28,1,21,178.47,79.53,24.97,winter,20.9,30.4,-0.43
28,1,21,178.47,79.53,24.97,summer,29.6,74.0,2.02
28,1,21,178.47,79.53,24.97,winter,25.9,22.0,0.8
28,1,21,178.47,79.53,24.97,summer,20.1,76.3,-1.26
28,1,21,178.47,79.53,24.97,winter,29.3,23.7,1.71
28,1,21,178.47,79.53,24.97,summer,22.0,74.2,-0.6
28,1,21,178.47,79.53,24.97,winter,23.9,19.6,0.26
28,1,21,178.47,79.53,24.97,summer,20.4,68.8,-1.2
28,1,21,178.47,79.53,24.97,winter,18.2,16.2,-1.21
28,1,21,178.47,79.53,24.97,summer,23.8,77.3,0.04
28,1,21,178.47,79.53,24.97,winter,21.7,30.1,-0.23
28,1,21,178.47,79.53,24.97,summer,20.7,66.3,-1.11
28,1,21,178.47,79.53,24.97,winter,26.8,24.1,1.05
28,1,21,178.47,79.53,24.97,summer,25.9,75.7,0.74
28,1,21,178.47,79.53,24.97,winter,18.3,11.6,-1.21
28,1,21,178.47,79.53,24.97,summer,19.5,73.3,-1.49
28,1,21,178.47,79.53,24.97,winter,29.1,26.6,1.68
28,1,21,178.47,79.53,24.97,summer,21.2,67.1,-0.93
28,1,21,178.47,79.53,24.97,winter,24.5,30.1,0.5
28,1,21,178.47,79.53,24.97,summer,22.6,62.6,-0.46
28,1,21,178.47,79.53,24.97,winter,26.3,15.1,0.84
28,1,21,178.47,79.53,24.97,summer,20.1,76.2,-1.26
28,1,21,178.47,79.53,24.97,winter,22.3,15.3,-0.17
28,1,21,178.47,79.53,24.97,summer,24.7,70.8,0.3
28,1,21,178.47,79.53,24.97,winter,22.0,23.5,-0.19
28,1,21,178.47,79.53,24.97,summer,20.2,62.2,-1.31
28,1,21,178.47,79.53,24.97,winter,25.3,11.2,0.56
28,1,21,178.47,79.53,24.97,summer,21.2,66.0,-0.93
28,1,21,178.47,79.53,24.97,winter,29.9,27.2,1.9
28,1,21,178.47,79.53,24.97,summer,25.4,64.7,0.49
28,1,21,178.47,79.53,24.97,winter,18.6,17.5,-1.1
28,1,21,178.47,79.53,24.97,summer,26.7,71.4,0.98
28,1,21,178.47,79.53,24.97,winter,27.7,16.4,1.22
28,1,21,178.47,79.53,24.97,summer,19.8,79.3,-1.35
28,1,21,178.47,79.53,24.97,winter,28.0,19.3,1.32
28,1,21,178.47,79.53,24.97,summer,29.9,75.3,2.14
28,1,21,178.47,79.53,24.97,winter,26.4,22.5,0.93
28,1,21,178.47,79.53,24.97,summer,19.2,74.5,-1.59
28,1,21,178.47,79.53,24.97,winter,19.0,29.7,-0.93
28,1,21,178.47,79.53,24.97,summer,24.0,75.2,0.09
28,1,21,178.47,79.53,24.97,winter,19.6,11.5,-0.87
28,1,21,178.47,79.53,24.97,summer,18.8,72.7,-1.74
28,1,21,178.47,79.53,24.97,winter,25.5,14.6,0.64
28,1,21,178.47,79.53,24.97,summer,29.6,79.7,2.08
28,1,21,178.47,79.53,24.97,winter,25.7,23.1,0.75
28,1,21,178.47,79.53,24.97,summer,26.7,62.5,0.91
28,1,21,178.47,79.53,24.97,winter,25.5,16.4,0.65
28,1,21,178.47,79.53,24.97,summer,25.7,66.6,0.6
28,1,21,178.47,79.53,24.97,winter,22.8,11.3,-0.07
28,1,21,178.47,79.53,24.97,summer,28.0,71.1,1.43
28,1,21,178.47,79.53,24.97,winter,19.2,27.1,-0.89
28,1,21,178.47,79.53,24.97,summer,28.4,80.1,1.66
28,1,21,178.47,79.53,24.97,winter,21.8,27.5,-0.22
28,1,21,178.47,79.53,24.97,summer,21.3,78.3,-0.82
28,1,21,178.47,79.53,24.97,winter,27.5,17.9,1.18
28,1,21,178.47,79.53,24.97,summer,29.8,72.6,2.08
28,1,21,178.47,79.53,24.97,winter,18.9,15.7,-1.03
28,1,21,178.47,79.53,24.97,summer,20.6,67.4,-1.14
28,1,21,178.47,79.53,24.97,winter,24.3,22.5,0.39
28,1,21,178.47,79.53,24.97,summer,26.0,77.3,0.79
28,1,21,178.47,79.53,24.97,winter,27.9,27.9,1.37
28,1,21,178.47,79.53,24.97,summer,23.0,75.5,-0.24
28,1,21,178.47,79.53,24.97,winter,20.1,26.8,-0.66
28,1,21,178.47,79.53,24.97,summer,29.9,72.5,2.11
28,1,21,178.47,79.53,24.97,winter,27.5,27.1,1.26
28,1,21,178.47,79.53,24.97,summer,28.6,64.4,1.58
28,1,21,178.47,79.53,24.97,winter,27.3,14.8,1.1
29,0,28,171.7,75.1,25.47,summer,18.5,62.4,-1.9
29,0,28,171.7,75.1,25.47,winter,27.0,26.4,1.12
29,0,28,171.7,75.1,25.47,summer,24.8,71.8,0.34
29,0,28,171.7,75.1,25.47,winter,28.4,27.8,1.51
29,0,28,171.7,75.1,25.47,summer,27.7,65.4,1.28
29,0,28,171.7,75.1,25.47,winter,22.1,16.6,-0.21
29,0,28,171.7,75.1,25.47,summer,25.3,61.6,0.43
29,0,28,171.7,75.1,25.47,winter,28.5,24.1,1.5
29,0,28,171.7,75.1,25.47,summer,21.2,60.8,-0.96
29,0,28,171.7,75.1,25.47,winter,21.5,17.0,-0.36
29,0,28,171.7,75.1,25.47,summer,19.2,75.6,-1.58
29,0,28,171.7,75.1,25.47,winter,18.2,27.0,-1.16
29,0,28,171.7,75.1,25.47,summer,19.8,77.7,-1.36
29,0,28,171.7,75.1,25.47,winter,19.5,11.8,-0.89
29,0,28,171.7,75.1,25.47,summer,20.1,70.7,-1.29
29,0,28,171.7,75.1,25.47,winter,24.3,13.3,0.32
29,0,28,171.7,75.1,25.47,summer,18.4,74.3,-1.87
29,0,28,171.7,75.1,25.47,winter,18.1,12.7,-1.25
29,0,28,171.7,75.1,25.47,summer,25.3,60.2,0.42
29,0,28,171.7,75.1,25.47,winter,27.7,28.0,1.32
29,0,28,171.7,75.1,25.47,summer,28.9,67.3,1.71
29,0,28,171.7,75.1,25.47,winter,29.1,15.7,1.58
29,0,28,171.7,75.1,25.47,summer,25.6,61.7,0.53
29,0,28,171.7,75.1,25.47,winter,18.3,24.4,-1.14
29,0,28,171.7,75.1,25.47,summer,23.6,73.0,-0.06
29,0,28,171.7,75.1,25.47,winter,21.4,24.5,-0.34
29,0,28,171.7,75.1,25.47,summer,29.0,60.0,1.67
29,0,28,171.7,75.1,25.47,winter,22.6,26.6,-0.02
29,0,28,171.7,75.1,25.47,summer,26.1,62.0,0.7
29,0,28,171.7,75.1,25.47,winter,29.9,15.6,1.78
29,0,28,171.7,75.1,25.47,summer,22.3,71.5,-0.51
29,0,28,171.7,75.1,25.47,winter,23.7,15.9,0.19
29,0,28,171.7,75.1,25.47,summer,29.9,64.1,2.03
29,0,28,171.7,75.1,25.47,winter,22.8,12.3,-0.07
29,0,28,171.7,75.1,25.47,summer,29.2,71.1,1.85
29,0,28,171.7,75.1,25.47,winter,25.3,12.6,0.57
29,0,28,171.7,75.1,25.47,summer,27.9,79.0,1.47
29,0,28,171.7,75.1,25.47,winter,28.9,28.1,1.64
29,0,28,171.7,75.1,25.47,summer,19.0,70.4,-1.68
29,0,28,171.7,75.1,25.47,winter,19.5,17.5,-0.86
29,0,28,171.7,75.1,25.47,summer,27.4,77.3,1.28
29,0,28,171.7,75.1,25.47,winter,22.0,15.3,-0.25
29,0,28,171.7,75.1,25.47,summer,21.7,72.3,-0.72
29,0,28,171.7,75.1,25.47,winter,21.1,17.9,-0.46
29,0,28,171.7,75.1,25.47,summer,18.8,68.9,-1.76
29,0,28,171.7,75.1,25.47,winter,29.1,17.1,1.59
29,0,28,171.7,75.1,25.47,summer,29.1,78.2,1.89
29,0,28,171.7,75.1,25.47,winter,26.4,26.8,0.97
29,0,28,171.7,75.1,25.47,summer,29.9,76.6,2.16
29,0,28,171.7,75.1,25.47,winter,22.7,29.3,0.02
29,0,28,171.7,75.1,25.47,summer,22.5,68.3,-0.46
29,0,28,171.7,75.1,25.47,winter,25.8,24.4,0.79
29,0,28,171.7,75.1,25.47,summer,24.2,73.7,0.15
29,0,28,171.7,75.1,25.47,winter,23.6,28.0,0.25
29,0,28,171.7,75.1,25.47,summer,25.9,76.3,0.75
29,0,28,171.7,75.1,25.47,winter,21.2,18.9,-0.43
29,0,28,171.7,75.1,25.47,summer,29.6,64.3,1.93
29,0,28,171.7,75.1,25.47,winter,18.1,24.1,-1.2
29,0,28,171.7,75.1,25.47,summer,29.5,67.7,1.92
29,0,28,171.7,75.1,25.47,winter,18.9,11.0,-1.05
29,0,28,171.7,75.1,25.47,summer,26.5,70.5,0.91
29,0,28,171.7,75.1,25.47,winter,26.6,10.9,0.89
29,0,28,171.7,75.1,25.47,summer,28.5,66.3,1.56
29,0,28,171.7,75.1,25.47,winter,24.7,13.5,0.42
29,0,28,171.7,75.1,25.47,summer,24.3,61.7,0.09
29,0,28,171.7,75.1,25.47,winter,23.3,18.9,0.11
29,0,28,171.7,75.1,25.47,summer,26.1,80.8,0.85
29,0,28,171.7,75.1,25.47,winter,29.4,28.6,1.78
29,0,28,171.7,75.1,25.47,summer,18.7,74.3,-1.76
29,0,28,171.7,75.1,25.47,winter,22.6,23.4,-0.04
29,0,28,171.7,75.1,25.47,summer,20.5,73.1,-1.14
29,0,28,171.7,75.1,25.47,winter,29.8,20.1,1.8
29,0,28,171.7,75.1,25.47,summer,29.9,74.7,2.14
29,0,28,171.7,75.1,25.47,winter,26.3,14.0,0.84
29,0,28,171.7,75.1,25.47,summer,19.1,61.6,-1.69
29,0,28,171.7,75.1,25.47,winter,27.0,27.5,1.13
29,0,28,171.7,75.1,25.47,summer,28.8,66.3,1.67
29,0,28,171.7,75.1,25.47,winter,27.6,19.6,1.22
29,0,28,171.7,75.1,25.47,summer,25.8,60.4,0.59
29,0,28,171.7,75.1,25.47,winter,25.0,16.0,0.52
29,0,28,171.7,75.1,25.47,summer,18.8,70.0,-1.75
29,0,28,171.7,75.1,25.47,winter,25.4,14.0,0.61
29,0,28,171.7,75.1,25.47,summer,26.1,67.1,0.74
29,0,28,171.7,75.1,25.47,winter,27.0,18.6,1.06
29,0,28,171.7,75.1,25.47,summer,18.0,68.9,-2.04
29,0,28,171.7,75.1,25.47,winter,22.4,12.4,-0.16
29,0,28,171.7,75.1,25.47,summer,19.5,60.7,-1.56
29,0,28,171.7,75.1,25.47,winter,26.7,24.7,1.03
29,0,28,171.7,75.1,25.47,summer,28.5,61.6,1.52
29,0,28,171.7,75.1,25.47,winter,28.5,12.5,1.39
29,0,28,171.7,75.1,25.47,summer,25.3,61.7,0.43
29,0,28,171.7,75.1,25.47,winter,29.6,29.4,1.84
29,0,28,171.7,75.1,25.47,summer,20.7,63.1,-1.13
29,0,28,171.7,75.1,25.47,winter,28.1,16.0,1.32
29,0,28,171.7,75.1,25.47,summer,26.1,64.9,0.72
29,0,28,171.7,75.1,25.47,winter,24.9,21.4,0.53
29,0,28,171.7,75.1,25.47,summer,19.1,61.9,-1.69
29,0,28,171.7,75.1,25.47,winter,27.7,17.8,1.23
29,0,28,171.7,75.1,25.47,summer,22.4,74.4,-0.46
29,0,28,171.7,75.1,25.47,winter,26.4,11.5,0.84
30,1,24,160.23,50.99,19.86,summer,29.2,67.8,1.82
30,1,24,160.23,50.99,19.86,winter,29.8,11.1,1.71
30,1,24,160.23,50.99,19.86,summer,27.0,62.6,1.01
30,1,24,160.23,50.99,19.86,winter,20.1,20.3,-0.69
30,1,24,160.23,50.99,19.86,summer,20.5,63.6,-1.19
30,1,24,160.23,50.99,19.86,winter,22.3,13.2,-0.18
30,1,24,160.23,50.99,19.86,summer,22.2,80.8,-0.49
30,1,24,160.23,50.99,19.86,winter,21.3,18.6,-0.4
30,1,24,160.23,50.99,19.86,summer,18.1,79.1,-1.95
30,1,24,160.23,50.99,19.86,winter,22.5,23.9,-0.06
30,1,24,160.23,50.99,19.86,summer,18.9,63.5,-1.75
30,1,24,160.23,50.99,19.86,winter,22.6,10.9,-0.12
30,1,24,160.23,50.99,19.86,summer,21.5,73.7,-0.78
30,1,24,160.23,50.99,19.86,winter,20.7,19.7,-0.55
30,1,24,160.23,50.99,19.86,summer,20.1,68.0,-1.31
30,1,24,160.23,50.99,19.86,winter,22.3,15.5,-0.17
30,1,24,160.23,50.99,19.86,summer,27.3,65.5,1.14
30,1,24,160.23,50.99,19.86,winter,28.1,30.7,1.45
30,1,24,160.23,50.99,19.86,summer,22.9,62.5,-0.37
30,1,24,160.23,50.99,19.86,winter,22.8,30.6,0.06
30,1,24,160.23,50.99,19.86,summer,18.6,78.1,-1.78
30,1,24,160.23,50.99,19.86,winter,19.3,23.2,-0.88
30,1,24,160.23,50.99,19.86,summer,22.8,69.9,-0.35
30,1,24,160.23,50.99,19.86,winter,18.2,19.7,-1.19
30,1,24,160.23,50.99,19.86,summer,19.4,61.2,-1.59
30,1,24,160.23,50.99,19.86,winter,21.5,22.4,-0.33
30,1,24,160.23,50.99,19.86,summer,26.0,79.8,0.81
30,1,24,160.23,50.99,19.86,winter,24.0,20.1,0.29
30,1,24,160.23,50.99,19.86,summer,25.6,68.1,0.58
30,1,24,160.23,50.99,19.86,winter,26.5,13.1,0.88
30,1,24,160.23,50.99,19.86,summer,28.1,67.9,1.44
30,1,24,160.23,50.99,19.86,winter,26.3,21.4,0.9
30,1,24,160.23,50.99,19.86,summer,22.6,60.4,-0.48
30,1,24,160.23,50.99,19.86,winter,23.7,14.4,0.18
30,1,24,160.23,50.99,19.86,summer,20.7,70.1,-1.08
30,1,24,160.23,50.99,19.86,winter,23.1,22.6,0.08
30,1,24,160.23,50.99,19.86,summer,25.0,72.7,0.41
30,1,24,160.23,50.99,19.86,winter,25.0,29.4,0.62
30,1,24,160.23,50.99,19.86,summer,22.2,80.4,-0.49
30,1,24,160.23,50.99,19.86,winter,25.4,23.0,0.68
30,1,24,160.23,50.99,19.86,summer,22.8,65.9,-0.38
30,1,24,160.23,50.99,19.86,winter,25.8,16.1,0.72
30,1,24,160.23,50.99,19.86,summer,21.0,78.2,-0.93
30,1,24,160.23,50.99,19.86,winter,27.2,21.6,1.13
30,1,24,160.23,50.99,19.86,summer,29.9,64.8,2.04
30,1,24,160.23,50.99,19.86,winter,27.6,11.6,1.15
30,1,24,160.23,50.99,19.86,summer,24.4,72.0,0.2
30,1,24,160.23,50.99,19.86,winter,28.7,19.3,1.51
30,1,24,160.23,50.99,19.86,summer,22.9,72.5,-0.3
30,1,24,160.23,50.99,19.86,winter,19.9,27.4,-0.7
30,1,24,160.23,50.99,19.86,summer,21.9,64.7,-0.7
30,1,24,160.23,50.99,19.86,winter,23.9,22.3,0.28
30,1,24,160.23,50.99,19.86,summer,26.3,61.4,0.76
30,1,24,160.23,50.99,19.86,winter,26.4,16.8,0.88
30,1,24,160.23,50.99,19.86,summer,27.3,68.4,1.16
30,1,24,160.23,50.99,19.86,winter,25.7,10.6,0.66
30,1,24,160.23,50.99,19.86,summer,18.1,79.8,-1.95
30,1,24,160.23,50.99,19.86,winter,19.0,22.0,-0.97
30,1,24,160.23,50.99,19.86,summer,23.8,68.2,-0.03
30,1,24,160.23,50.99,19.86,winter,29.2,28.8,1.73
30,1,24,160.23,50.99,19.86,summer,21.5,60.9,-0.86
30,1,24,160.23,50.99,19.86,winter,24.6,10.1,0.37
30,1,24,160.23,50.99,19.86,summer,22.8,78.6,-0.29
30,1,24,160.23,50.99,19.86,winter,19.9,25.2,-0.72
30,1,24,160.23,50.99,19.86,summer,24.4,67.5,0.17
30,1,24,160.23,50.99,19.86,winter,22.2,24.3,-0.14
30,1,24,160.23,50.99,19.86,summer,20.3,69.7,-1.23
30,1,24,160.23,50.99,19.86,winter,28.2,27.1,1.45
30,1,24,160.23,50.99,19.86,summer,23.8,74.5,0.02
30,1,24,160.23,50.99,19.86,winter,23.2,25.1,0.12
30,1,24,160.23,50.99,19.86,summer,25.5,70.0,0.56
30,1,24,160.23,50.99,19.86,winter,29.0,25.0,1.64
30,1,24,160.23,50.99,19.86,summer,23.1,78.1,-0.19
30,1,24,160.23,50.99,19.86,winter,21.0,24.6,-0.44
30,1,24,160.23,50.99,19.86,summer,26.6,63.4,0.88
30,1,24,160.23,50.99,19.86,winter,29.0,30.7,1.69
30,1,24,160.23,50.99,19.86,summer,26.3,61.5,0.76
30,1,24,160.23,50.99,19.86,winter,22.8,27.3,0.04
30,1,24,160.23,50.99,19.86,summer,28.4,73.3,1.59
30,1,24,160.23,50.99,19.86,winter,26.5,25.7,0.98
30,1,24,160.23,50.99,19.86,summer,20.1,66.2,-1.32
30,1,24,160.23,50.99,19.86,winter,23.5,25.7,0.2
30,1,24,160.23,50.99,19.86,summer,26.8,65.8,0.97
30,1,24,160.23,50.99,19.86,winter,28.0,16.3,1.29
30,1,24,160.23,50.99,19.86,summer,20.5,63.4,-1.19
30,1,24,160.23,50.99,19.86,winter,22.2,12.2,-0.22
30,1,24,160.23,50.99,19.86,summer,23.8,61.2,-0.08
30,1,24,160.23,50.99,19.86,winter,30.0,11.2,1.76
30,1,24,160.23,50.99,19.86,summer,29.5,65.4,1.9
30,1,24,160.23,50.99,19.86,winter,21.1,24.4,-0.42
30,1,24,160.23,50.99,19.86,summer,24.2,71.7,0.13
30,1,24,160.23,50.99,19.86,winter,26.8,14.8,0.97
30,1,24,160.23,50.99,19.86,summer,24.7,73.8,0.32
30,1,24,160.23,50.99,19.86,winter,18.9,15.2,-1.03
30,1,24,160.23,50.99,19.86,summer,26.2,67.3,0.78
30,1,24,160.23,50.99,19.86,winter,22.6,13.5,-0.11
30,1,24,160.23,50.99,19.86,summer,19.2,70.0,-1.61
30,1,24,160.23,50.99,19.86,winter,20.8,24.4,-0.49
30,1,24,160.23,50.99,19.86,summer,22.8,79.3,-0.29
30,1,24,160.23,50.99,19.86,winter,24.5,23.8,0.45
31,0,28,169.7,49.2,17.1,summer,22.0,60.4,-0.69
31,0,28,169.7,49.2,17.1,winter,29.4,20.1,1.7
